id ,title,price, unit price,Property information,floor area,House structure,Building Type,Architectural structure,Interior design,ladder ratio,heating,elevator,District,Specific area,hall,kitchen,toilet,Floor type,total floors,east,south,west,north,east-south,east-north,west-south,west-north,room,Longtitude,Latitude,PublishTime,imgUrl,collected,saled
2123,Xuhui 26 Block 2 Room 1 Hall East,105,26389,non_co_ownership,39.79,no_data_yet,tower,steel_concrete_structure,hardcover,0.0625,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,high_floor,9,east,no,no,no,no,no,no,no,3,116.3753317,40.42278346,None,None,FALSE,FALSE
2124,East Asia First International Flight 1 Room 0 Hall West,54,17431,non_co_ownership,30.98,flat_floor,tower,steel_concrete_structure,hardcover,0.129032258,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,9,no,no,west,no,no,no,no,no,1,115.6316542,39.18235802,None,None,FALSE,FALSE
2125,"Airport International Room 1, Room 0 West",95,18842,non_co_ownership,50.42,no_data_yet,banta_combination,steel_concrete_structure,others,0.173913043,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,high_floor,14,no,no,west,no,no,no,no,no,1,116.16506,39.58127069,None,None,FALSE,FALSE
2126,The decoration style is unique in the south and north sets of the glass platform,94,35661,non_co_ownership,26.36,no_data_yet,tower,steel_concrete_structure,hardcover,0.030769231,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,9,no,south,no,north,no,no,no,no,3,116.4621878,39.08782334,None,None,FALSE,FALSE
2127,"Xuhui 26 block, low floor, facing east with plenty of sunlight, the owner sincerely sells it.",99,24781,non_co_ownership,39.95,no_data_yet,tower,steel_concrete_structure,hardcover,0.058823529,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,bottom_floor,10,east,no,west,no,no,no,no,no,3,116.2291094,40.52808526,None,None,FALSE,FALSE
2128,Airport International 2 Room 1 Hall South,210,27412,non_co_ownership,76.61,no_data_yet,banta_combination,steel_concrete_structure,others,0.266666667,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,10,no,south,no,no,no,no,no,no,3,116.5841203,40.92391569,None,None,FALSE,FALSE
2129,"Two floors above and below, commercial housing, fine decoration, sincerely selling",220,26014,non_co_ownership,84.57,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.102564103,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,14,no,no,no,no,southeast,no,no,no,4,116.6891457,39.80587056,None,None,FALSE,FALSE
2130,East Asia First International Flight 1 Room 0 Hall East,66,16410,non_co_ownership,40.22,flat_floor,tower,steel_concrete_structure,simple_decoration,0.19047619,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,13,east,no,no,no,no,no,no,no,1,116.2994905,40.22551929,None,None,FALSE,FALSE
2131,The beautiful environment of the Airport International Community Diverts people and vehicles,130,23005,non_co_ownership,56.51,no_data_yet,banta_combination,steel_concrete_structure,others,0.102564103,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,14,no,no,no,no,southeast,no,no,no,2,116.4461514,39.73813594,None,None,FALSE,FALSE
2132,Gemdale future 1 room 1 hall south,80,19324,non_co_ownership,41.4,no_data_yet,Banlou,steel_concrete_structure,others,0.096774194,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,10,no,south,no,no,no,no,no,no,2,115.6288209,40.33392731,None,None,FALSE,FALSE
2133,Airport International has a broad view on the first floor and a reasonable office layout,255,32279,non_co_ownership,79,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.307692308,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,bottom_floor,10,no,no,no,north,no,no,no,no,2,115.5980515,39.53773333,None,None,FALSE,FALSE
2134,Airport International Community has a beautiful environment and high safety,103,19181,non_co_ownership,53.7,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.142857143,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,high_floor,14,east,no,no,no,no,no,no,no,1,115.9217025,40.04431535,None,None,FALSE,FALSE
2135,Three bedrooms and two halls in the central area of ​​Orchard Xinli are for sale sincerely,260,24857,non_co_ownership,104.6,flat_floor,No_data_yet,unknown_structure,others,0.5,no_data_yet,no_data_yet,Miyun,Orchard_Street,2,1,2,high_floor,6,no,south,no,north,no,no,no,no,3,116.2190587,39.46458454,None,None,FALSE,FALSE
2136,Ruihaimu Apartment is a three-bedroom apartment with a balcony with a view from the north to the south.,410,26801,non_co_ownership,152.98,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.333333333,central_heating,no_data_yet,Miyun,Orchard_Street,2,1,2,middle_floor,19,no,south,no,north,no,no,no,no,3,116.7126598,40.91045256,None,None,FALSE,FALSE
2137,"Hexi Guoyuanxili high-quality housing, the owner sincerely sells, welcome you",280,26309,non_co_ownership,106.43,flat_floor,Banlou,brick_concrete_structure,others,0.5,central_heating,no_data_yet,Miyun,Orchard_Street,2,1,2,high_floor,6,no,south,no,north,no,no,no,no,3,115.0509597,40.72701883,None,None,FALSE,FALSE
2138,Tongguan Jianqiao Mountain has a two-bedroom house with transparent north-south decoration!,225,25650,non_co_ownership,87.72,flat_floor,Banlou,unknown_structure,hardcover,0.333333333,central_heating,no_data_yet,Miyun,Orchard_Street,1,1,1,middle_floor,18,no,south,no,north,no,no,no,no,2,116.4723192,39.89037208,None,None,FALSE,FALSE
2139,"Northeast of Room 2 and Hall 1, Yipinfu Community",189,27043,non_co_ownership,69.89,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.25,central_heating,no_data_yet,Miyun,Orchard_Street,1,1,1,bottom_floor,21,east,no,no,north,no,no,no,no,2,115.2746514,39.25149386,None,None,FALSE,FALSE
2140,"Hexi Guoyuanxili high-quality housing, the owner sincerely sells, welcome you",165,27014,non_co_ownership,61.08,flat_floor,Banlou,mixed_structure,others,0.5,central_heating,no_data_yet,Miyun,Orchard_Street,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2,116.7165726,40.27874234,None,None,FALSE,FALSE
2141,"Hexi Guoyuanxili high-quality housing, the owner sincerely sells, welcome you",225,22641,non_co_ownership,99.38,flat_floor,No_data_yet,unknown_structure,others,0.5,central_heating,no_data_yet,Miyun,Orchard_Street,2,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2,116.8349519,40.41572018,None,None,FALSE,FALSE
2142,"Kangju Homeland has three bedrooms in north and south, large living room, good lighting",200,17293,non_co_ownership,115.66,duplex,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no_data_yet,Miyun,Orchard_Street,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,3,116.7645891,40.51345397,None,None,FALSE,FALSE
2143,Greenland·International Huadu South District 2013 Community Low-density Pedestrian and Vehicle Diversion Community,300,28207,non_co_ownership,106.36,flat_floor,Banlou,steel_concrete_structure,others,1,central_heating,no_data_yet,Miyun,Orchard_Street,2,1,1,top_floor,17,no,south,no,north,no,no,no,no,3,116.751523,40.14770592,None,None,FALSE,FALSE
2144,"High-quality housing in Hexi Orchard, the owner sincerely sells, welcome you",210,24097,non_co_ownership,87.15,flat_floor,No_data_yet,unknown_structure,simple_decoration,0.5,no_data_yet,no_data_yet,Miyun,Orchard_Street,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,3,115.332804,40.23138559,None,None,FALSE,FALSE
2145,The owner sincerely sells two rooms and 1 hall in the south area of ​​Orchard Xinli,185,24786,non_co_ownership,74.64,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.5,central_heating,no_data_yet,Miyun,Orchard_Street,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,116.9954769,40.66387441,None,None,FALSE,FALSE
2146,"The middle floor, next to the park, is fully furnished and transparent from north to south",285,24328,non_co_ownership,117.15,flat_floor,Banlou,mixed_structure,others,0.5,no_data_yet,no_data_yet,Miyun,Orchard_Street,2,1,1,middle_floor,7,no,south,no,north,no,no,no,no,3,116.106775,40.00504629,None,None,FALSE,FALSE
2147,Missi Garden Phase 3 Room 3 Room 2 Hall North and South,230,19701,non_co_ownership,116.75,flat_floor,No_data_yet,unknown_structure,others,0.5,no_data_yet,no_data_yet,Miyun,Orchard_Street,2,1,2,top_floor,6,no,south,no,north,no,no,no,no,3,115.4622478,39.9229017,None,None,FALSE,FALSE
2148,Sino-Canada Jinyuan two-bedroom apartment with transparent north-south on the middle floor for two years,260,27595,non_co_ownership,94.22,flat_floor,No_data_yet,unknown_structure,simple_decoration,0.333333333,no_data_yet,no_data_yet,Miyun,Orchard_Street,2,1,1,middle_floor,11,no,south,no,north,no,no,no,no,2,116.3446599,39.45466779,None,None,FALSE,FALSE
2149,"A good house with compartments in No. 38 Guoyuan West Road, the prospective new house has a key for inspection",240,25707,non_co_ownership,93.36,flat_floor,No_data_yet,unknown_structure,others,0.5,no_data_yet,no_data_yet,Miyun,Orchard_Street,1,1,1,top_floor,7,no,south,no,no,no,no,no,no,2,116.2045301,40.05917935,None,None,FALSE,FALSE
2150,"Tongguan·Jianqiaoshan, well-decorated by the developer, one-bedroom for two years",168,24583,non_co_ownership,68.34,flat_floor,No_data_yet,steel_concrete_structure,hardcover,0.333333333,central_heating,no_data_yet,Miyun,Orchard_Street,1,1,1,middle_floor,18,no,no,west,no,no,no,no,no,1,115.142039,39.1611275,None,None,FALSE,FALSE
2151,"The room is transparent from north to south, and the decoration is kept tidy and can be inspected at any time.",265,15322,non_co_ownership,172.96,duplex,Banlou,mixed_structure,hardcover,0.5,central_heating,no_data_yet,Miyun,Orchard_Street,2,1,3,top_floor,6,no,south,no,north,no,no,no,no,4,115.8726139,40.76160302,None,None,FALSE,FALSE
2152,"The house is two years old, purely south-facing, with plenty of light. Beautiful residential area with elevator",215,25817,non_co_ownership,83.28,flat_floor,Banlou,steel_concrete_structure,others,0.5,central_heating,no_data_yet,Miyun,Orchard_Street,1,1,1,low_floor,18,no,south,no,no,no,no,no,no,2,115.7346086,39.27793866,None,None,FALSE,FALSE
2153,"The third phase of Missi Garden, the second top floor, fine decoration, plenty of light",249,25865,non_co_ownership,96.27,flat_floor,No_data_yet,unknown_structure,others,0.5,no_data_yet,no_data_yet,Miyun,Orchard_Street,2,1,1,high_floor,6,no,south,no,north,no,no,no,no,2,115.736473,40.6215312,None,None,FALSE,FALSE
2154,"This room is a transparent two-bedroom room with good lighting. Sincerely sold, convenient for viewing.",210,23146,non_co_ownership,90.73,flat_floor,No_data_yet,unknown_structure,others,1,no_data_yet,no_data_yet,Miyun,Orchard_Street,2,1,1,top_floor,3,east,no,west,no,no,no,no,no,2,116.8480441,39.22732249,None,None,FALSE,FALSE
2155,Convenient up and down on the 6th floor of a one-bedroom apartment building in China-Canada Jinyuan Elevator,185,26731,non_co_ownership,69.21,flat_floor,No_data_yet,unknown_structure,simple_decoration,0.333333333,no_data_yet,no_data_yet,Miyun,Orchard_Street,1,1,1,middle_floor,11,no,south,no,north,no,no,no,no,2,115.0451078,39.51091336,None,None,FALSE,FALSE
2156,"Greenland·International Huadu South District, the only one to see the house on five floors, contact the owner in advance to live in",255,28118,non_co_ownership,90.69,flat_floor,banta_combination,steel_concrete_structure,others,0.5,central_heating,no_data_yet,Miyun,Orchard_Street,1,1,1,middle_floor,15,no,south,no,north,no,no,no,no,2,115.1224342,40.61206743,None,None,FALSE,FALSE
2157,"Kangju Homeland has three bedrooms in north and south, large living room, good lighting",175,24085,non_co_ownership,72.66,flat_floor,No_data_yet,mixed_structure,others,0.5,no_data_yet,no_data_yet,Miyun,Orchard_Street,1,1,1,bottom_floor,6,no,south,no,north,no,no,no,no,3,115.549052,40.55604117,None,None,FALSE,FALSE
2158,"Three regular residences in Kangju North District, the only one with full five, middle floor",245,20392,non_co_ownership,120.15,flat_floor,No_data_yet,mixed_structure,others,0.5,no_data_yet,no_data_yet,Miyun,Orchard_Street,2,1,2,middle_floor,7,no,south,no,north,no,no,no,no,3,116.7534427,40.32015326,None,None,FALSE,FALSE
2159,"Three bedrooms, two living rooms and two bathrooms, owner-occupied, clean and tidy, convenient for viewing",240,21642,non_co_ownership,110.9,flat_floor,Banlou,unknown_structure,others,0.5,central_heating,no,Miyun,Orchard_Street,2,1,2,top_floor,6,no,south,no,north,no,no,no,no,3,115.0072033,39.85511918,None,None,FALSE,FALSE
2160,"Yipinfu community, three-bedroom apartment with eye-catching decoration, north-south and transparent",370,26558,co_ownership,139.32,flat_floor,Banlou,steel_concrete_structure,hardcover,1,central_heating,no_data_yet,Miyun,Orchard_Street,2,1,2,high_floor,6,no,south,no,north,no,no,no,no,3,115.223533,40.3334539,None,None,FALSE,FALSE
2161,"Tongguan·Jianqiao Mountain, transparent north-south, three-bedroom apartment for two years",360,27927,non_co_ownership,128.91,flat_floor,Banlou,unknown_structure,simple_decoration,0.5,central_heating,no_data_yet,Miyun,Orchard_Street,2,1,2,middle_floor,5,no,south,no,north,no,no,no,no,3,116.536238,39.59248061,None,None,FALSE,FALSE
2162,"Greenland·International Huadu South District, the border households all-in-a-view layout is the only one to see the house at any time",268,29175,non_co_ownership,91.86,flat_floor,Banlou,steel_concrete_structure,others,0.5,central_heating,elevator,Miyun,Orchard_Street,1,1,1,middle_floor,18,no,south,no,north,no,no,no,no,2,116.818401,39.50860088,None,None,FALSE,FALSE
2163,Two-bedroom decorated two-bedroom apartment in Jianqiao Mountain,230,27625,non_co_ownership,83.26,flat_floor,Banlou,steel_concrete_structure,others,0.5,central_heating,no_data_yet,Miyun,Orchard_Street,2,1,1,high_floor,18,no,south,no,north,no,no,no,no,2,115.5585552,40.65586725,None,None,FALSE,FALSE
2164,"Kangju Home is close to the park, convenient for travel, suitable for the elderly and children",178,25568,non_co_ownership,69.62,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Miyun,Orchard_Street,2,1,1,high_floor,6,no,south,no,north,no,no,no,no,2,115.6829579,40.66710999,None,None,FALSE,FALSE
2165,The owner sells it sincerely and it is very convenient to walk to the park.,199,22537,non_co_ownership,88.3,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no_data_yet,Miyun,Orchard_Street,2,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2,116.8611486,39.02610869,None,None,FALSE,FALSE
2166,The low floors of Missi Garden Phase I with transparent north-south decoration are suitable for young and old people,260,18923,co_ownership,137.4,flat_floor,Banlou,unknown_structure,others,0.5,central_heating,no_data_yet,Miyun,Orchard_Street,2,1,1,middle_floor,6,no,south,no,north,no,no,no,no,3,116.7783336,39.78882259,None,None,FALSE,FALSE
2167,The only square house type in the North District of Orchard Xinli after five years,165,27174,non_co_ownership,60.72,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Miyun,Orchard_Street,1,1,1,middle_floor,5,no,south,no,north,no,no,no,no,2,116.8921385,39.21375401,None,None,FALSE,FALSE
2168,The second phase of Missi Garden is a hardcover duplex with a transparent layout,285,21644,non_co_ownership,131.68,duplex,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Miyun,Orchard_Street,2,1,2,top_floor,4,no,south,no,north,no,no,no,no,4,115.5329402,40.16711892,None,None,FALSE,FALSE
2169,"Two-bedroom apartment with north-south orientation, No. 38, Guoyuan West Road",210,20220,non_co_ownership,103.86,flat_floor,No_data_yet,steel_concrete_structure,hardcover,0.166666667,central_heating,no_data_yet,Miyun,Orchard_Street,1,1,1,low_floor,12,no,south,no,north,no,no,no,no,2,116.6393972,40.10132707,None,None,FALSE,FALSE
2170,"This house is two years old, the north and the south are transparent, the owner lives by himself and is well decorated.",235,21088,non_co_ownership,111.44,flat_floor,Banlou,unknown_structure,hardcover,0.5,central_heating,no_data_yet,Miyun,Orchard_Street,2,1,2,middle_floor,6,no,south,no,north,no,no,no,no,3,116.4742943,39.60526315,None,None,FALSE,FALSE
2171,"Commodity houses, with wide vision, sufficient lighting, complete supporting facilities and convenient transportation",210,25144,non_co_ownership,83.52,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Miyun,Orchard_Street,2,1,2,middle_floor,6,no,south,no,north,no,no,no,no,2,116.0590239,40.162487,None,None,FALSE,FALSE
2172,"High-quality housing in Hexi, the owner sincerely sells, Guoyuanxili welcomes you",210,22874,non_co_ownership,91.81,flat_floor,Banlou,brick_concrete_structure,others,0.5,central_heating,no_data_yet,Miyun,Orchard_Street,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,3,116.8635668,39.25960146,None,None,FALSE,FALSE
2173,"High-quality housing in Hexi, the owner sincerely sells, Guoyuanxili welcomes you",208,21849,non_co_ownership,95.2,flat_floor,Banlou,steel_concrete_structure,others,0.5,central_heating,no_data_yet,Miyun,Orchard_Street,2,1,2,middle_floor,6,east,no,west,no,no,no,no,no,2,115.5240126,39.81466441,None,None,FALSE,FALSE
2174,"Only for full five, low floor, not facing the street, double bathroom",245,22776,non_co_ownership,107.57,flat_floor,Banlou,unknown_structure,others,0.5,central_heating,no_data_yet,Miyun,Orchard_Street,2,1,2,bottom_floor,6,east,south,no,north,no,no,no,no,3,116.0247898,40.85704477,None,None,FALSE,FALSE
2175,"Tongguan·Jianqiao Mountain, transparent north-south, three-bedroom apartment for two years",365,28273,non_co_ownership,129.1,flat_floor,Banlou,unknown_structure,hardcover,0.5,central_heating,no_data_yet,Miyun,Orchard_Street,2,1,2,middle_floor,5,no,south,no,north,no,no,no,no,3,116.1070897,40.01762248,None,None,FALSE,FALSE
2176,"Mature community, only five-year-old, middle floor, transparent north-south",215,23544,non_co_ownership,91.32,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no_data_yet,Miyun,Orchard_Street,2,1,1,middle_floor,6,no,south,no,north,no,no,no,no,3,115.4568085,39.74570046,None,None,FALSE,FALSE
